207.99,77.211,51796,20
163.71,74.582,51796,15
111.68,72.49,51796,12.589
95.95,63.143,51796,16.56
104.91,53.106,51796,27.918
121.31,52.404,51323,23.298
125.51,40.072,48571,16.488
118,37.13,48571,0
111.12,31.397,48531,0
104.94,27.576,48471,0
91.233,26.105,48471,0
77.361,25.21,48471,0
64.459,27.481,48471,0
58.776,24.359,47901,0
55.567,19.589,47400,0
53.159,14.836,47088,0
52.611,11.646,46587,0
51.399,9.2321,46247,0
45.455,11.886,46053,0
35.591,14.035,46053,0
