145.74,146.88,57776
72.983,129.25,57776
99.775,90.798,57776
111.02,73.756,51197
100.94,48.669,51197
83.234,58.461,51197
68.567,57.178,51197
65.705,46.178,51197
73.509,35.228,51197
64.296,26.693,51197
54.543,27.306,51197
40.141,36.252,51154
40.445,29.108,51154
53.467,22.078,51154
51.396,14.51,51154
24.521,28.983,51008
15.492,25.54,50986
22.181,17.692,50986
30.513,11.351,50939
28.291,7.9683,50939
